id	provided_identifier
4068037	oai:orbis.library.yale.edu:12421416
4071765	oai:orbis.library.yale.edu:12429790
4167998	oai:orbis.library.yale.edu:12678376
4167999	oai:orbis.library.yale.edu:12678380
4167994	oai:orbis.library.yale.edu:12678358
4167995	oai:orbis.library.yale.edu:12678360
4168001	oai:orbis.library.yale.edu:12678388
4168097	oai:orbis.library.yale.edu:12679132
4167785	oai:orbis.library.yale.edu:12677812
4167781	oai:orbis.library.yale.edu:12677253
4167779	oai:orbis.library.yale.edu:12676910
4168096	oai:orbis.library.yale.edu:12679025
4168007	oai:orbis.library.yale.edu:12678609
4168005	oai:orbis.library.yale.edu:12678425
4168000	oai:orbis.library.yale.edu:12678385
4168004	oai:orbis.library.yale.edu:12678397
4168006	oai:orbis.library.yale.edu:12678481
4167996	oai:orbis.library.yale.edu:12678368
4168085	oai:orbis.library.yale.edu:12679800
4167993	oai:orbis.library.yale.edu:12677943
4199437	oai:orbis.library.yale.edu:12752872
4202805	oai:orbis.library.yale.edu:12769101
4201465	oai:orbis.library.yale.edu:12762437
4199435	oai:orbis.library.yale.edu:12752249
4199434	oai:orbis.library.yale.edu:12751378
4199648	oai:orbis.library.yale.edu:12753402
4066358	oai:orbis.library.yale.edu:5431084
4066359	oai:orbis.library.yale.edu:10189335
4066173	oai:orbis.library.yale.edu:1336737
4066174	oai:orbis.library.yale.edu:12416358
4233185	oai:orbis.library.yale.edu:12919074
4230769	oai:orbis.library.yale.edu:12912967
4254969	oai:orbis.library.yale.edu:12973141
4272464	oai:orbis.library.yale.edu:13003759
4251638	oai:orbis.library.yale.edu:12967897
4283433	oai:orbis.library.yale.edu:13028666
4253395	oai:orbis.library.yale.edu:12969680
4253394	oai:orbis.library.yale.edu:12969642
4230344	oai:orbis.library.yale.edu:12907889
4229470	oai:orbis.library.yale.edu:12906092
4229469	oai:orbis.library.yale.edu:12906090
4307624	oai:orbis.library.yale.edu:13066640
4230335	oai:orbis.library.yale.edu:12907539
4228844	oai:orbis.library.yale.edu:12904382
4230342	oai:orbis.library.yale.edu:12907850
4230341	oai:orbis.library.yale.edu:12907834
4229483	oai:orbis.library.yale.edu:12906231
4229473	oai:orbis.library.yale.edu:12906117
4229475	oai:orbis.library.yale.edu:12906130
4229474	oai:orbis.library.yale.edu:12906126
4229482	oai:orbis.library.yale.edu:12906223
4229481	oai:orbis.library.yale.edu:12906222
4229478	oai:orbis.library.yale.edu:12906216
4229477	oai:orbis.library.yale.edu:12906137
4229476	oai:orbis.library.yale.edu:12906133
4229480	oai:orbis.library.yale.edu:12906219
4230343	oai:orbis.library.yale.edu:12907883
4229479	oai:orbis.library.yale.edu:12906217
4233908	oai:orbis.library.yale.edu:12927010
4230338	oai:orbis.library.yale.edu:12907781
4255375	oai:orbis.library.yale.edu:12974892
4230564	oai:orbis.library.yale.edu:12908273
4255776	oai:orbis.library.yale.edu:12975975
4230345	oai:orbis.library.yale.edu:12907927
4228840	oai:orbis.library.yale.edu:12904266
4228845	oai:orbis.library.yale.edu:12904383
4228847	oai:orbis.library.yale.edu:12904406
4228848	oai:orbis.library.yale.edu:12904407
4065670	oai:orbis.library.yale.edu:12415277
4066172	oai:orbis.library.yale.edu:263778
4247039	oai:orbis.library.yale.edu:9358924
4220592	oai:orbis.library.yale.edu:12875620
4188890	oai:orbis.library.yale.edu:12709125
4217829	oai:orbis.library.yale.edu:12855778
4188936	oai:orbis.library.yale.edu:12661851
4213868	oai:orbis.library.yale.edu:12808424
4168086	oai:orbis.library.yale.edu:12678995
4168634	oai:orbis.library.yale.edu:12680650
4163815	oai:orbis.library.yale.edu:12674501
4171592	oai:orbis.library.yale.edu:12698961
4316181	oai:orbis.library.yale.edu:13081502
4201468	oai:orbis.library.yale.edu:12763037
4059798	oai:orbis.library.yale.edu:12414353
4059797	oai:orbis.library.yale.edu:12413861
4059796	oai:orbis.library.yale.edu:5433514
4059795	oai:orbis.library.yale.edu:3569027
4059794	oai:orbis.library.yale.edu:3542394
4059793	oai:orbis.library.yale.edu:2707019
4228009	oai:orbis.library.yale.edu:12903498
4255374	oai:orbis.library.yale.edu:12974804
4241124	oai:orbis.library.yale.edu:12950606
4237122	oai:orbis.library.yale.edu:12937919
4228837	oai:orbis.library.yale.edu:12903830
4227190	oai:orbis.library.yale.edu:12901261
4300040	oai:orbis.library.yale.edu:13051058
4235555	oai:orbis.library.yale.edu:12871835
4228838	oai:orbis.library.yale.edu:12904262
4286217	oai:orbis.library.yale.edu:13038932
4240698	oai:orbis.library.yale.edu:1619499
4582529	oai:orbis.library.yale.edu:13339522
4235552	oai:orbis.library.yale.edu:12836013
4239273	oai:orbis.library.yale.edu:12946011
4239131	oai:orbis.library.yale.edu:12944783
4247869	oai:orbis.library.yale.edu:12960449
4229467	oai:orbis.library.yale.edu:12906082
4299628	oai:orbis.library.yale.edu:13050013
4241554	oai:orbis.library.yale.edu:787508
4238366	oai:orbis.library.yale.edu:12940888
4228007	oai:orbis.library.yale.edu:12903115
4227132	oai:orbis.library.yale.edu:12898401
4227133	oai:orbis.library.yale.edu:12898571
4227135	oai:orbis.library.yale.edu:12898729
4227349	oai:orbis.library.yale.edu:12902754
4227137	oai:orbis.library.yale.edu:12899053
4247866	oai:orbis.library.yale.edu:247258
4255373	oai:orbis.library.yale.edu:12974682
4228008	oai:orbis.library.yale.edu:12903414
4548088	oai:orbis.library.yale.edu:13581913
4307623	oai:orbis.library.yale.edu:13066545
4227148	oai:orbis.library.yale.edu:12900020
4226397	oai:orbis.library.yale.edu:12893333
4226398	oai:orbis.library.yale.edu:12893736
4227134	oai:orbis.library.yale.edu:12898726
4227154	oai:orbis.library.yale.edu:12900106
4280814	oai:orbis.library.yale.edu:13009125
4281016	oai:orbis.library.yale.edu:13010592
4227149	oai:orbis.library.yale.edu:12900022
4227140	oai:orbis.library.yale.edu:12899783
4224463	oai:orbis.library.yale.edu:12886443
4227139	oai:orbis.library.yale.edu:12899702
4272311	oai:orbis.library.yale.edu:13002671
4068204	oai:orbis.library.yale.edu:12421504
4042511	oai:orbis.library.yale.edu:3601163
4042509	oai:orbis.library.yale.edu:5232704
4042502	oai:orbis.library.yale.edu:1771543
4042500	oai:orbis.library.yale.edu:5273215
4066175	oai:orbis.library.yale.edu:12416601
4042496	oai:orbis.library.yale.edu:628906
4042495	oai:orbis.library.yale.edu:627241
4042493	oai:orbis.library.yale.edu:5215399
4042492	oai:orbis.library.yale.edu:1841769
4042491	oai:orbis.library.yale.edu:6987
4042490	oai:orbis.library.yale.edu:621200
4042293	oai:orbis.library.yale.edu:330373
4042288	oai:orbis.library.yale.edu:271567
4042286	oai:orbis.library.yale.edu:249312
4042282	oai:orbis.library.yale.edu:211179
4042277	oai:orbis.library.yale.edu:98836
4042276	oai:orbis.library.yale.edu:97487
4042272	oai:orbis.library.yale.edu:1177903
4042270	oai:orbis.library.yale.edu:5494377
4042261	oai:orbis.library.yale.edu:5721989
4042260	oai:orbis.library.yale.edu:5711384
4042259	oai:orbis.library.yale.edu:5700056
4042258	oai:orbis.library.yale.edu:5698434
4042257	oai:orbis.library.yale.edu:5286198
4069901	oai:orbis.library.yale.edu:264511
4198936	oai:orbis.library.yale.edu:12750761
4197450	oai:orbis.library.yale.edu:12736123
4029906	oai:orbis.library.yale.edu:12406660
4029834	oai:orbis.library.yale.edu:1383904
4029835	oai:orbis.library.yale.edu:12405543
4029837	oai:orbis.library.yale.edu:12405823
4029836	oai:orbis.library.yale.edu:12405624
4626887	oai:orbis.library.yale.edu:13680335
4626886	oai:orbis.library.yale.edu:13678750
4168087	oai:orbis.library.yale.edu:12679006
4066360	oai:orbis.library.yale.edu:12417786
4042179	oai:orbis.library.yale.edu:3247480
4029714	oai:orbis.library.yale.edu:12404485
4029713	oai:orbis.library.yale.edu:1168982
4029718	oai:orbis.library.yale.edu:12405024
4030056	oai:orbis.library.yale.edu:12408434
4029716	oai:orbis.library.yale.edu:12404588
4029715	oai:orbis.library.yale.edu:12404545
4029719	oai:orbis.library.yale.edu:12405082
4073690	oai:orbis.library.yale.edu:12437717
4263765	oai:orbis.library.yale.edu:12983462
4267480	oai:orbis.library.yale.edu:12991278
4258892	oai:orbis.library.yale.edu:12979230
4258894	oai:orbis.library.yale.edu:12979279
4258897	oai:orbis.library.yale.edu:12979538
4258895	oai:orbis.library.yale.edu:12979285
4281521	oai:orbis.library.yale.edu:13019356
4315928	oai:orbis.library.yale.edu:13079221
4224411	oai:orbis.library.yale.edu:1614440
4030054	oai:orbis.library.yale.edu:12408102
4027639	oai:orbis.library.yale.edu:1819138
4027657	oai:orbis.library.yale.edu:12403458
4027649	oai:orbis.library.yale.edu:12403392
4027667	oai:orbis.library.yale.edu:12404063
4027653	oai:orbis.library.yale.edu:12403424
4027655	oai:orbis.library.yale.edu:12403443
4027656	oai:orbis.library.yale.edu:12403450
4027645	oai:orbis.library.yale.edu:12403236
4027643	oai:orbis.library.yale.edu:12403231
4027640	oai:orbis.library.yale.edu:12403227
4027642	oai:orbis.library.yale.edu:12403229
4027648	oai:orbis.library.yale.edu:12403259
4027659	oai:orbis.library.yale.edu:12403548
4027658	oai:orbis.library.yale.edu:12403463
4027660	oai:orbis.library.yale.edu:12403559
4027651	oai:orbis.library.yale.edu:12403402
4027662	oai:orbis.library.yale.edu:12403576
4027664	oai:orbis.library.yale.edu:12403599
4027661	oai:orbis.library.yale.edu:12403568
4027665	oai:orbis.library.yale.edu:12403606
4269222	oai:orbis.library.yale.edu:12996471
4026423	oai:orbis.library.yale.edu:12403129
4026418	oai:orbis.library.yale.edu:753845
4027641	oai:orbis.library.yale.edu:12403228
4027652	oai:orbis.library.yale.edu:12403415
4027654	oai:orbis.library.yale.edu:12403431
4026421	oai:orbis.library.yale.edu:12402233
4026422	oai:orbis.library.yale.edu:12403094
4027647	oai:orbis.library.yale.edu:12403256
4027646	oai:orbis.library.yale.edu:12403241
4027644	oai:orbis.library.yale.edu:12403233
4025936	oai:orbis.library.yale.edu:12402053
4258240	oai:orbis.library.yale.edu:12978359
4025934	oai:orbis.library.yale.edu:12401012
4025935	oai:orbis.library.yale.edu:12401555
4025933	oai:orbis.library.yale.edu:1226299
4025932	oai:orbis.library.yale.edu:1226165
1986226	oai:orbis.library.yale.edu:3334402
1986227	oai:orbis.library.yale.edu:3218210
1986228	oai:orbis.library.yale.edu:9686922
1986229	oai:orbis.library.yale.edu:6600237
2029024	oai:orbis.library.yale.edu:582515
2029025	oai:orbis.library.yale.edu:578902
2029026	oai:orbis.library.yale.edu:579894
2029027	oai:orbis.library.yale.edu:3256209
2029028	oai:orbis.library.yale.edu:3154070
2029029	oai:orbis.library.yale.edu:3156536
2029030	oai:orbis.library.yale.edu:3156557
2029031	oai:orbis.library.yale.edu:3156597
2029032	oai:orbis.library.yale.edu:3156622
2029033	oai:orbis.library.yale.edu:3156628
2029034	oai:orbis.library.yale.edu:3156645
2029035	oai:orbis.library.yale.edu:3156649
2029036	oai:orbis.library.yale.edu:3156658
2029037	oai:orbis.library.yale.edu:3156663
2029038	oai:orbis.library.yale.edu:3156668
2029039	oai:orbis.library.yale.edu:3156671
2029040	oai:orbis.library.yale.edu:3156673
2029041	oai:orbis.library.yale.edu:3156676
2029042	oai:orbis.library.yale.edu:3156686
2029043	oai:orbis.library.yale.edu:3156692
2029044	oai:orbis.library.yale.edu:3156699
2029045	oai:orbis.library.yale.edu:3157204
2029046	oai:orbis.library.yale.edu:3157209
2029047	oai:orbis.library.yale.edu:3157213
2029048	oai:orbis.library.yale.edu:3157218
2029049	oai:orbis.library.yale.edu:3157247
2029050	oai:orbis.library.yale.edu:3157254
2029051	oai:orbis.library.yale.edu:3157292
2029053	oai:orbis.library.yale.edu:3157326
2029054	oai:orbis.library.yale.edu:3157334
2029055	oai:orbis.library.yale.edu:3157353
2029056	oai:orbis.library.yale.edu:3157398
2029057	oai:orbis.library.yale.edu:3157401
2029058	oai:orbis.library.yale.edu:3157409
2029059	oai:orbis.library.yale.edu:3157417
2029060	oai:orbis.library.yale.edu:3157420
2029062	oai:orbis.library.yale.edu:3157431
2029063	oai:orbis.library.yale.edu:3157435
2029064	oai:orbis.library.yale.edu:3157875
2029066	oai:orbis.library.yale.edu:3158033
2029067	oai:orbis.library.yale.edu:3158040
2029068	oai:orbis.library.yale.edu:3158053
2029069	oai:orbis.library.yale.edu:3158057
2029070	oai:orbis.library.yale.edu:3158064
2029071	oai:orbis.library.yale.edu:3158250
2029072	oai:orbis.library.yale.edu:3158252
2029073	oai:orbis.library.yale.edu:3158789
2029074	oai:orbis.library.yale.edu:3158828
2029075	oai:orbis.library.yale.edu:3158949
2029078	oai:orbis.library.yale.edu:3158962
2029079	oai:orbis.library.yale.edu:3158975
2029080	oai:orbis.library.yale.edu:3158988
2029081	oai:orbis.library.yale.edu:3159056
2029082	oai:orbis.library.yale.edu:3159234
2029083	oai:orbis.library.yale.edu:3159588
2029085	oai:orbis.library.yale.edu:3159666
2029086	oai:orbis.library.yale.edu:3162163
2029087	oai:orbis.library.yale.edu:3162165
2029088	oai:orbis.library.yale.edu:3162883
2029089	oai:orbis.library.yale.edu:3163282
2029090	oai:orbis.library.yale.edu:3163556
2029091	oai:orbis.library.yale.edu:3164161
2029092	oai:orbis.library.yale.edu:3164171
2029093	oai:orbis.library.yale.edu:3164194
2029094	oai:orbis.library.yale.edu:3164712
2029095	oai:orbis.library.yale.edu:3164716
2029096	oai:orbis.library.yale.edu:3164720
2029097	oai:orbis.library.yale.edu:3164727
2029098	oai:orbis.library.yale.edu:3164733
2029099	oai:orbis.library.yale.edu:3165809
2029100	oai:orbis.library.yale.edu:3166511
2029101	oai:orbis.library.yale.edu:3169159
2029102	oai:orbis.library.yale.edu:3169168
2029103	oai:orbis.library.yale.edu:3171493
2029104	oai:orbis.library.yale.edu:3172186
2029105	oai:orbis.library.yale.edu:3172695
2029106	oai:orbis.library.yale.edu:3172702
2029107	oai:orbis.library.yale.edu:3172760
2029108	oai:orbis.library.yale.edu:3172803
2029109	oai:orbis.library.yale.edu:3172815
2029110	oai:orbis.library.yale.edu:3172857
2029111	oai:orbis.library.yale.edu:3172995
2029112	oai:orbis.library.yale.edu:3173004
2029113	oai:orbis.library.yale.edu:3173462
2029114	oai:orbis.library.yale.edu:3173468
2029115	oai:orbis.library.yale.edu:3173475
2029116	oai:orbis.library.yale.edu:3173483
2029117	oai:orbis.library.yale.edu:3173489
2029118	oai:orbis.library.yale.edu:3174332
2029119	oai:orbis.library.yale.edu:3174350
2029120	oai:orbis.library.yale.edu:3174847
2029121	oai:orbis.library.yale.edu:3175112
2029122	oai:orbis.library.yale.edu:3175643
2029123	oai:orbis.library.yale.edu:3175647
2029124	oai:orbis.library.yale.edu:3176274
2029125	oai:orbis.library.yale.edu:3176293
2029127	oai:orbis.library.yale.edu:3178341
2029128	oai:orbis.library.yale.edu:3178367
2029129	oai:orbis.library.yale.edu:3178397
2029130	oai:orbis.library.yale.edu:3180235
2029131	oai:orbis.library.yale.edu:3180248
2029132	oai:orbis.library.yale.edu:3180253
2029133	oai:orbis.library.yale.edu:3180259
2029134	oai:orbis.library.yale.edu:3180269
2029135	oai:orbis.library.yale.edu:3183748
2029136	oai:orbis.library.yale.edu:3183777
2029137	oai:orbis.library.yale.edu:3183802
2029138	oai:orbis.library.yale.edu:3187295
2029139	oai:orbis.library.yale.edu:3188325
2029140	oai:orbis.library.yale.edu:3190467
2029141	oai:orbis.library.yale.edu:3191323
2029142	oai:orbis.library.yale.edu:3193866
2029144	oai:orbis.library.yale.edu:3196220
2029145	oai:orbis.library.yale.edu:3197062
2029146	oai:orbis.library.yale.edu:3197107
2029147	oai:orbis.library.yale.edu:3200725
2029148	oai:orbis.library.yale.edu:3204808
2029149	oai:orbis.library.yale.edu:3204830
2029150	oai:orbis.library.yale.edu:3208120
2029151	oai:orbis.library.yale.edu:3209435
2029152	oai:orbis.library.yale.edu:3211270
2029153	oai:orbis.library.yale.edu:3211855
2029154	oai:orbis.library.yale.edu:3212534
2029155	oai:orbis.library.yale.edu:3212548
2029156	oai:orbis.library.yale.edu:3213811
2029157	oai:orbis.library.yale.edu:3214891
2029158	oai:orbis.library.yale.edu:3215371
2029159	oai:orbis.library.yale.edu:3215527
2029160	oai:orbis.library.yale.edu:3215606
2029161	oai:orbis.library.yale.edu:3215613
2029162	oai:orbis.library.yale.edu:3216274
2029163	oai:orbis.library.yale.edu:3216994
2029164	oai:orbis.library.yale.edu:3218163
2029165	oai:orbis.library.yale.edu:3220638
2029166	oai:orbis.library.yale.edu:3221319
2029167	oai:orbis.library.yale.edu:3221337
2029168	oai:orbis.library.yale.edu:3221530
2029169	oai:orbis.library.yale.edu:3222351
2029170	oai:orbis.library.yale.edu:3223195
2029171	oai:orbis.library.yale.edu:3223528
2029172	oai:orbis.library.yale.edu:3224992
2029173	oai:orbis.library.yale.edu:3225089
2029174	oai:orbis.library.yale.edu:3226168
2029175	oai:orbis.library.yale.edu:3227350
2029176	oai:orbis.library.yale.edu:3230042
2029177	oai:orbis.library.yale.edu:3230080
2029178	oai:orbis.library.yale.edu:3231524
2029179	oai:orbis.library.yale.edu:3231536
2029180	oai:orbis.library.yale.edu:3231564
2029181	oai:orbis.library.yale.edu:3232219
2029182	oai:orbis.library.yale.edu:3240193
2029183	oai:orbis.library.yale.edu:3246365
2029184	oai:orbis.library.yale.edu:3247204
2029185	oai:orbis.library.yale.edu:3248675
2029186	oai:orbis.library.yale.edu:3249075
2029187	oai:orbis.library.yale.edu:3251993
2029188	oai:orbis.library.yale.edu:3259402
2029189	oai:orbis.library.yale.edu:3262069
2029190	oai:orbis.library.yale.edu:3262540
2029191	oai:orbis.library.yale.edu:3262543
2029192	oai:orbis.library.yale.edu:3262683
2029193	oai:orbis.library.yale.edu:3262706
2029194	oai:orbis.library.yale.edu:3262782
2029195	oai:orbis.library.yale.edu:3262789
2029196	oai:orbis.library.yale.edu:3262792
2029197	oai:orbis.library.yale.edu:3262799
2029198	oai:orbis.library.yale.edu:3262810
2029199	oai:orbis.library.yale.edu:3264144
2029200	oai:orbis.library.yale.edu:3264169
2029201	oai:orbis.library.yale.edu:3264174
2029202	oai:orbis.library.yale.edu:3264196
2029203	oai:orbis.library.yale.edu:3264229
2029204	oai:orbis.library.yale.edu:3264259
2029205	oai:orbis.library.yale.edu:3264367
2029206	oai:orbis.library.yale.edu:3264827
2029207	oai:orbis.library.yale.edu:3264829
2029208	oai:orbis.library.yale.edu:3264832
2029209	oai:orbis.library.yale.edu:3264836
2029210	oai:orbis.library.yale.edu:3264839
2029211	oai:orbis.library.yale.edu:3264854
2029212	oai:orbis.library.yale.edu:3264872
2029213	oai:orbis.library.yale.edu:3264894
2029215	oai:orbis.library.yale.edu:3264906
2029216	oai:orbis.library.yale.edu:3264909
2029217	oai:orbis.library.yale.edu:3265703
2029218	oai:orbis.library.yale.edu:3265830
2029219	oai:orbis.library.yale.edu:3265910
2029222	oai:orbis.library.yale.edu:3266133
2029224	oai:orbis.library.yale.edu:3266159
2029225	oai:orbis.library.yale.edu:3266160
2029226	oai:orbis.library.yale.edu:3266169
2029227	oai:orbis.library.yale.edu:3266173
2029228	oai:orbis.library.yale.edu:3266179
2029229	oai:orbis.library.yale.edu:3266184
2029230	oai:orbis.library.yale.edu:3266192
2029231	oai:orbis.library.yale.edu:3266194
2029232	oai:orbis.library.yale.edu:3267144
2029233	oai:orbis.library.yale.edu:3267146
2029235	oai:orbis.library.yale.edu:3267163
2029236	oai:orbis.library.yale.edu:3267175
2029237	oai:orbis.library.yale.edu:3267202
2029238	oai:orbis.library.yale.edu:3267213
2029239	oai:orbis.library.yale.edu:3267222
2029240	oai:orbis.library.yale.edu:3267236
2029241	oai:orbis.library.yale.edu:3267248
2029242	oai:orbis.library.yale.edu:3267255
2029243	oai:orbis.library.yale.edu:3267528
2029244	oai:orbis.library.yale.edu:3267588
2029245	oai:orbis.library.yale.edu:3267651
2029246	oai:orbis.library.yale.edu:3267875
2029247	oai:orbis.library.yale.edu:3267880
2029248	oai:orbis.library.yale.edu:3267894
2029249	oai:orbis.library.yale.edu:3267908
2029250	oai:orbis.library.yale.edu:3268517
2029251	oai:orbis.library.yale.edu:3268518
2029253	oai:orbis.library.yale.edu:3268564
2029254	oai:orbis.library.yale.edu:3268614
2029255	oai:orbis.library.yale.edu:3268619
2029256	oai:orbis.library.yale.edu:3268967
2029257	oai:orbis.library.yale.edu:3269154
2029258	oai:orbis.library.yale.edu:3269178
2029259	oai:orbis.library.yale.edu:3269184
2029260	oai:orbis.library.yale.edu:3269188
2029261	oai:orbis.library.yale.edu:3269192
2029262	oai:orbis.library.yale.edu:3269204
2029263	oai:orbis.library.yale.edu:3269238
2029264	oai:orbis.library.yale.edu:3269250
2029265	oai:orbis.library.yale.edu:3269262
2029266	oai:orbis.library.yale.edu:3269269
2029267	oai:orbis.library.yale.edu:3269275
2029268	oai:orbis.library.yale.edu:3269277
2029269	oai:orbis.library.yale.edu:3269279
2029270	oai:orbis.library.yale.edu:3269284
2029271	oai:orbis.library.yale.edu:3269290
2029272	oai:orbis.library.yale.edu:3269302
2029273	oai:orbis.library.yale.edu:3269305
2029274	oai:orbis.library.yale.edu:3269309
2029277	oai:orbis.library.yale.edu:3270130
2029278	oai:orbis.library.yale.edu:3270406
2029279	oai:orbis.library.yale.edu:3270413
2029280	oai:orbis.library.yale.edu:3270421
2029281	oai:orbis.library.yale.edu:3270434
2029282	oai:orbis.library.yale.edu:3270438
2029283	oai:orbis.library.yale.edu:3270442
2029284	oai:orbis.library.yale.edu:3270454
2029285	oai:orbis.library.yale.edu:3270487
2029286	oai:orbis.library.yale.edu:3270490
2029287	oai:orbis.library.yale.edu:3270496
2029288	oai:orbis.library.yale.edu:3270793
2029289	oai:orbis.library.yale.edu:3271798
2029290	oai:orbis.library.yale.edu:3271805
2029291	oai:orbis.library.yale.edu:3271807
2029292	oai:orbis.library.yale.edu:3271810
2029293	oai:orbis.library.yale.edu:3271813
2029294	oai:orbis.library.yale.edu:3271816
2029295	oai:orbis.library.yale.edu:3271820
2029296	oai:orbis.library.yale.edu:3271844
2029297	oai:orbis.library.yale.edu:3271854
2029298	oai:orbis.library.yale.edu:3271856
2029299	oai:orbis.library.yale.edu:3271860
2029300	oai:orbis.library.yale.edu:3271883
2029301	oai:orbis.library.yale.edu:3272631
2029302	oai:orbis.library.yale.edu:3272659
2029303	oai:orbis.library.yale.edu:3272669
2029304	oai:orbis.library.yale.edu:3272689
2029305	oai:orbis.library.yale.edu:3272715
2029306	oai:orbis.library.yale.edu:3272719
2029307	oai:orbis.library.yale.edu:3272729
2029308	oai:orbis.library.yale.edu:3272761
2029309	oai:orbis.library.yale.edu:3273984
2029310	oai:orbis.library.yale.edu:3273988
2029311	oai:orbis.library.yale.edu:3274009
2029312	oai:orbis.library.yale.edu:3274017
2029313	oai:orbis.library.yale.edu:3274035
2029314	oai:orbis.library.yale.edu:3274046
2029315	oai:orbis.library.yale.edu:3274051
2029316	oai:orbis.library.yale.edu:3274056
2029317	oai:orbis.library.yale.edu:3274061
2029318	oai:orbis.library.yale.edu:3274065
2029319	oai:orbis.library.yale.edu:3274078
2029320	oai:orbis.library.yale.edu:3274084
2029321	oai:orbis.library.yale.edu:3274090
2029322	oai:orbis.library.yale.edu:3274097
2029323	oai:orbis.library.yale.edu:3274128
2029324	oai:orbis.library.yale.edu:3274151
2029325	oai:orbis.library.yale.edu:3274172
2029326	oai:orbis.library.yale.edu:3274844
2029327	oai:orbis.library.yale.edu:3274857
2029328	oai:orbis.library.yale.edu:3274908
2029329	oai:orbis.library.yale.edu:3274920
2029330	oai:orbis.library.yale.edu:3274921
2029331	oai:orbis.library.yale.edu:3274923
2029332	oai:orbis.library.yale.edu:3275647
2029333	oai:orbis.library.yale.edu:3275651
2029334	oai:orbis.library.yale.edu:3275672
2029335	oai:orbis.library.yale.edu:3275684
2029336	oai:orbis.library.yale.edu:3275703
2029337	oai:orbis.library.yale.edu:3275706
2029338	oai:orbis.library.yale.edu:3275709
2029339	oai:orbis.library.yale.edu:3275720
2029340	oai:orbis.library.yale.edu:3275736
2029341	oai:orbis.library.yale.edu:3276295
2029343	oai:orbis.library.yale.edu:3276346
2029344	oai:orbis.library.yale.edu:3278565
2029345	oai:orbis.library.yale.edu:3279919
2029346	oai:orbis.library.yale.edu:3280397
2029348	oai:orbis.library.yale.edu:3282978
2029349	oai:orbis.library.yale.edu:3282983
2029350	oai:orbis.library.yale.edu:3282988
2029351	oai:orbis.library.yale.edu:3282997
2029352	oai:orbis.library.yale.edu:3283005
2029353	oai:orbis.library.yale.edu:3283015
2029354	oai:orbis.library.yale.edu:3283017
2029355	oai:orbis.library.yale.edu:3283022
2029356	oai:orbis.library.yale.edu:3283036
2029357	oai:orbis.library.yale.edu:3283043
2029358	oai:orbis.library.yale.edu:3283047
2029359	oai:orbis.library.yale.edu:3283060
2029360	oai:orbis.library.yale.edu:3283070
2029361	oai:orbis.library.yale.edu:3283082
2029362	oai:orbis.library.yale.edu:3283459
2029363	oai:orbis.library.yale.edu:3283527
2029364	oai:orbis.library.yale.edu:3283569
2029365	oai:orbis.library.yale.edu:3283582
2029366	oai:orbis.library.yale.edu:3283588
2029367	oai:orbis.library.yale.edu:3283612
2029368	oai:orbis.library.yale.edu:3283613
2029369	oai:orbis.library.yale.edu:3284263
2029370	oai:orbis.library.yale.edu:3284265
2029371	oai:orbis.library.yale.edu:3284272
2029372	oai:orbis.library.yale.edu:3284283
2029373	oai:orbis.library.yale.edu:3284288
2029374	oai:orbis.library.yale.edu:3284307
2029375	oai:orbis.library.yale.edu:3284311
2029376	oai:orbis.library.yale.edu:3284317
2029377	oai:orbis.library.yale.edu:3284760
2029378	oai:orbis.library.yale.edu:3284773
2029379	oai:orbis.library.yale.edu:3284775
2029380	oai:orbis.library.yale.edu:3284779
2029381	oai:orbis.library.yale.edu:3284786
2029382	oai:orbis.library.yale.edu:3284788
2029383	oai:orbis.library.yale.edu:3286224
2029384	oai:orbis.library.yale.edu:3286232
2029385	oai:orbis.library.yale.edu:3286236
2029386	oai:orbis.library.yale.edu:3292358
2029387	oai:orbis.library.yale.edu:3292364
2029388	oai:orbis.library.yale.edu:3292367
2029389	oai:orbis.library.yale.edu:3292373
2029390	oai:orbis.library.yale.edu:3293562
2029391	oai:orbis.library.yale.edu:3293563
2029392	oai:orbis.library.yale.edu:3293566
2029393	oai:orbis.library.yale.edu:3293570
2029394	oai:orbis.library.yale.edu:3293572
2029395	oai:orbis.library.yale.edu:3293576
2029396	oai:orbis.library.yale.edu:3293579
2029397	oai:orbis.library.yale.edu:3293580
2029398	oai:orbis.library.yale.edu:3293595
2029399	oai:orbis.library.yale.edu:3293601
2029400	oai:orbis.library.yale.edu:3293604
2029401	oai:orbis.library.yale.edu:3293607
2029402	oai:orbis.library.yale.edu:3293608
2029403	oai:orbis.library.yale.edu:3293624
2029404	oai:orbis.library.yale.edu:3293631
2029405	oai:orbis.library.yale.edu:3293639
2029406	oai:orbis.library.yale.edu:3293647
2029407	oai:orbis.library.yale.edu:3293649
2029408	oai:orbis.library.yale.edu:3293653
2029409	oai:orbis.library.yale.edu:3293658
2029410	oai:orbis.library.yale.edu:3293660
2029411	oai:orbis.library.yale.edu:3293661
2029412	oai:orbis.library.yale.edu:3293663
2029413	oai:orbis.library.yale.edu:3294065
2029414	oai:orbis.library.yale.edu:3294085
2029415	oai:orbis.library.yale.edu:3294444
2029416	oai:orbis.library.yale.edu:3294446
2029417	oai:orbis.library.yale.edu:3294448
2029418	oai:orbis.library.yale.edu:3294453
2029419	oai:orbis.library.yale.edu:3294455
2029420	oai:orbis.library.yale.edu:3294459
2029421	oai:orbis.library.yale.edu:3294462
2029422	oai:orbis.library.yale.edu:3294465
